RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020
193771,2481,Charlotte,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,104996,106084,106922,107666,108491,109097,109017,108999,109149,109655,110049,110414,110846,111286,112052,113105
270851,2506,Hamlin Park,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,92653,92884,93010,93496,93724,94174,94011,94590,95442,96652,97145,97828,99678,102595,105795,108518
16920,2553,Bay Terrace,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,548739,547488,544293,542614,542193,543634,544725,546373,547070,545537,543218,541686,541049,541399,542655,544669
403125,2587,Meiers Corners,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,568343,568609,567286,564234,561007,558756,559259,559405,559374,557898,556284,555889,555917,556299,557269,559489
343908,2592,Park Avenue,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,258087,260129,261420,262481,263799,265657,265903,265884,265530,266188,267027,268157,268490,269354,270755,272785
343905,2597,Upper Falls,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,30632,30667,30725,30814,31160,31525,31899,31889,31825,31831,32196,32502,32740,32743,32766,32863
273703,2608,Far West-Side,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,81530,81797,81487,82112,83200,84450,85567,86222,86921,87399,88122,88596,89059,89719,90862,91625
198048,2636,South Hill,Neighborhood,NY,NY,Town Of Ithaca,Ithaca,Tompkins County,237617,236925,236447,234370,232696,231171,230860,231019,232052,232927,232834,232701,233253,235353,237561,241002
343206,2659,Woodlawn,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,262260,262725,264537,263929,261575,259906,261255,263513,265655,268577,270166,272853,274290,277450,278950,283120
343907,2713,East Avenue,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,265819,268036,270251,271612,273768,275446,276141,276517,276767,277606,278766,280760,282073,283601,285063,287866
342679,2717,West Hill,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,70782,72452,74307,74760,75383,75395,76639,77496,78094,78381,79134,79809,79747,79221,78501,79068
34741,2759,West Glens Falls,Neighborhood,NY,NY,Town Of Queensbury,Glens Falls,Warren County,174154,174832,175502,176932,177515,178304,177586,177289,176946,177373,177147,176830,176793,177068,177529,177133
18799,2776,Katonah,Neighborhood,NY,NY,Town of Bedford,New York-Newark-Jersey City,Westchester County,722129,712748,712064,713551,715573,715936,717172,719144,718982,717443,716726,718798,722728,726518,727144,728615
270935,2788,South Park,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,126688,127706,129294,131018,132689,133768,134930,136255,137258,137540,138040,139013,140504,141562,142023,142227
396701,2801,Great Neck Plaza,Neighborhood,NY,NY,Great Neck,New York-Newark-Jersey City,Nassau County,758296,753859,759975,760135,759119,744837,737373,729783,722885,713717,705165,701365,704786,708362,707011,710137
196620,2810,New Springville,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,604440,603212,600414,596962,593130,590987,590591,589574,588205,585808,583576,582122,581945,582550,584523,587565
399420,2816,Bellevue,Neighborhood,NY,NY,Schenectady,Albany-Schenectady-Troy,Schenectady County,104433,105845,107283,107864,108111,108055,108640,108842,109711,110519,111760,113798,115345,116522,117372,118705
276596,2824,Strathmore,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,122751,122329,121902,122175,122739,123537,124039,124695,125248,125634,126021,126648,127653,128789,130068,130929
29048,2833,New Square,Neighborhood,NY,NY,Ramapo,New York-Newark-Jersey City,Rockland County,440862,444254,445813,447110,448151,451284,452833,455596,456165,455192,452605,451695,450762,451406,455019,458322
196583,2849,New Brighton,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,462326,462002,455483,450828,447166,447005,445572,445574,445079,445860,445854,445182,444798,445822,449481,453082
395439,2911,Carmel Hamlet,Neighborhood,NY,NY,Town Of Carmel,New York-Newark-Jersey City,Putnam County,375710,375031,375537,376651,378991,380378,381885,383453,385151,385005,384571,383157,382071,381262,380513,377370
274648,2924,Near Westside,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,41282,40710,40377,41132,42238,43228,43792,44228,44553,44672,44633,44548,44714,45005,44864,43780
764315,2943,Old Niskayuna,Neighborhood,NY,NY,Town of Niskayuna,Albany-Schenectady-Troy,Schenectady County,222397,223147,224046,223652,222390,221423,220727,220601,220645,220637,220664,221394,221569,221384,220344,219667
272972,3031,Black Rock,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,66994,66898,67334,67295,67548,67685,67801,68280,68542,68689,68289,68693,69139,69782,69771,70139
196156,3073,Manhattan Beach,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,1190684,1196085,1194488,1196519,1192602,1191736,1186918,1187935,1189190,1192506,1188385,1180421,1172276,1162493,1156432,1151914
198154,3077,Springs,Neighborhood,NY,NY,East Hampton,New York-Newark-Jersey City,Suffolk County,851669,840458,835381,827553,818485,811512,798755,792488,780168,777735,769610,770631,773571,780800,785079,788729
6158,3085,New Hempstead,Neighborhood,NY,NY,Ramapo,New York-Newark-Jersey City,Rockland County,555753,555648,553432,552310,550615,548490,546301,544849,544465,543962,542571,540172,537965,536424,536197,535052
9545,3111,Westmere,Neighborhood,NY,NY,Guilderland,Albany-Schenectady-Troy,Albany County,236541,238655,239864,240225,239530,238844,238485,237648,236473,235808,236610,237426,237375,235860,234749,234240
270854,3114,Holliswood,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,320879,316246,313541,312368,311116,310281,310242,309158,308209,308124,309149,311689,316558,322320,326859,330434
274757,3130,North Valley,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,63708,62944,63244,64154,65035,64714,64256,63895,63912,63964,64296,65153,66245,67355,67941,68117
270940,3140,Starin Central,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,237369,238599,241118,242090,243539,244079,245156,245959,246843,247616,248830,249998,251215,251943,251357,251292
273455,3143,Delaware-West Ferry,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,366511,367654,368698,370542,372234,374587,375259,375667,374344,373176,373265,373226,373320,371718,369028,366096
198432,3153,Tompkinsville,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,493470,494927,493776,491792,488261,486669,485597,485893,487271,488855,489949,489730,487817,485975,484917,485526
270807,3177,Bryant,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,340101,342242,345183,347473,350148,352560,354119,355047,354700,354198,355010,355150,356524,356475,355308,353207
343879,3180,Highland,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,161167,162466,163244,164185,164529,164723,164558,165275,166492,167721,168605,169350,169993,170877,172460,174232
199080,3202,Woodrow,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,624301,624169,621265,619014,617277,617280,617307,617613,617805,616662,615208,614352,615068,616142,618661,621881
196591,3226,New Dorp,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,646306,645360,642926,641419,638869,637553,636931,637817,637603,637029,636761,637158,638708,639980,642583,645753
276006,3244,Westerleigh,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,569983,569341,567154,563878,560157,558350,558319,558417,558822,557776,555589,554424,553821,553362,553075,553351
396699,3256,South Valley Stream,Neighborhood,NY,NY,Valley Stream,New York-Newark-Jersey City,Nassau County,577804,579579,580359,581341,581195,579781,578285,577972,579282,579769,581818,583951,586624,587897,589635,591485
396693,3321,Lakeview,Neighborhood,NY,NY,West Hempstead,New York-Newark-Jersey City,Nassau County,478347,479280,479649,479547,479745,477708,475199,472438,470509,469591,468369,467552,467607,468194,469059,470500
42733,3329,Pelham Manor,Neighborhood,NY,NY,Pelham,New York-Newark-Jersey City,Westchester County,1000752,991145,989179,990578,997026,1002165,1004875,1006822,1007924,1007749,1007779,1010615,1014043,1019700,1021054,1021058
270813,3333,Cazenovia Park,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,105756,106048,107356,108876,110513,111884,112679,113152,113642,114322,115973,118150,120543,122055,122540,122885
270849,3334,Grider,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,45685,46794,47706,47847,47923,47991,48607,49405,50215,50819,51445,51900,52170,52023,51874,52247
194699,3405,Firthcliffe,Neighborhood,NY,NY,Town Of Cornwall,New York-Newark-Jersey City,Orange County,295054,296312,297091,297892,297678,297281,296745,296892,297465,298756,299284,299089,298563,297984,298094,298035
270955,3408,University,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,130821,131568,133097,135192,137570,139485,141087,142569,143201,143612,144037,144896,145892,146919,147622,148383
270869,3435,Leroy,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,51485,51444,51852,52443,53250,54003,54738,55653,56235,56189,55767,55893,56191,56488,56028,55090
275463,3441,South Valley,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,104259,103534,102701,102795,103558,104283,104663,105163,106014,106896,107220,107817,108529,110110,111890,113595
193952,3450,Colonial Heights,Neighborhood,NY,NY,Yonkers,New York-Newark-Jersey City,Westchester County,611835,609654,610320,613478,617540,623030,624911,628150,629077,629104,629483,631777,634751,638134,639713,639687
270895,3457,NoHo,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,2206263,2235228,2228729,2178870,2126735,2094184,2076902,2050265,2019528,2001503,1994793,1984688,1958605,1931148,1930224,1953711
270844,3464,Gerritsen Beach,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,495506,497884,499931,504246,505354,506914,510098,512624,515868,517118,520550,522220,526686,529783,534456,538063
275709,3492,The Hill,Neighborhood,NY,NY,Troy,Albany-Schenectady-Troy,Rensselaer County,149799,149189,148584,148785,149215,149744,149854,149660,148750,147720,146920,146776,146751,147560,148741,149701
274481,3503,Meadowbrook,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,164452,164340,163143,162304,161899,161982,162113,162296,162625,163139,163415,163512,163482,164049,165514,167321
270796,3553,Astoria Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,462937,463109,464674,464170,463426,462494,462795,463524,462487,461614,460360,460606,461710,461649,460372,459659
343886,3586,Northland-Lyceum,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,86716,87166,87307,87502,88111,88919,88894,88689,88863,89290,89986,90661,91302,92270,93689,95246
274161,3598,Kaisertown,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,93733,94885,96488,97685,99108,100143,100847,101160,101481,101515,102389,103160,104150,104362,103961,103849
762885,3676,Eastside,Neighborhood,NY,NY,Troy,Albany-Schenectady-Troy,Rensselaer County,172172,171923,171743,171498,171980,172445,172897,172885,173218,173792,174215,174746,174837,175894,177248,179265
10329,3694,Belle Harbor,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,948737,952764,959571,961247,960628,956621,954820,950971,948355,948065,950483,953277,952345,951581,949671,950919
270950,3745,Todt Hill,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,1209769,1210476,1207382,1203689,1201227,1202200,1201733,1201434,1201220,1199149,1197064,1193490,1190671,1189002,1189960,1193868
343904,3775,N. Marketview Heights,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,35585,35835,35935,36155,36718,37231,37518,37714,38091,38535,39235,39719,39865,39962,40254,40775
275808,3809,University,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,157464,157201,156496,156549,156834,157684,158610,159612,161007,161942,162150,162133,162077,162621,163807,165191
342695,3823,Buckingham Lake - Crestwood,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,223342,225038,226171,226807,227102,227558,228414,228508,228450,228343,229700,230706,230801,229611,228281,227432
275276,3878,Salt Springs,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,94090,94367,94308,94901,95691,96636,97255,97892,98403,99057,99679,100545,101411,102424,103693,104879
270842,3929,Garment District,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,1089480,1090231,1084418,1077621,1073580,1074860,1075634,1073485,1069087,1066840,1065020,1065087,1067611,1068459,1073685,1079162
270966,3972,Willert Park,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,131348,132637,133694,134418,134991,136125,137243,138552,139682,140988,143370,145520,147233,148068,148993,150236
270917,3991,Randall Manor,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,650761,649087,644292,636814,631406,628210,626773,625197,624580,624950,622911,619873,616952,617386,619233,624845
270834,4044,Fieldston,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,473445,477313,485868,492835,498397,504495,508028,510923,512297,517691,521035,525587,525286,525785,518878,514548
274929,4069,Outer Comstock,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,107973,107879,107315,107699,108203,108672,109097,109822,110819,111668,112306,112796,113572,114641,115975,117131
195024,4069,Glenwood,Neighborhood,NY,NY,Yonkers,New York-Newark-Jersey City,Westchester County,399101,397249,397388,400618,404611,410122,415669,418321,421390,423849,428953,432784,437714,443132,447585,448919
403219,4094,Columbia Street Waterfront District,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,1023698,1024248,1027729,1029929,1029866,1029042,1027880,1023555,1022571,1023774,1025799,1026692,1029481,1032755,1035214,1037837
343884,4143,Genesee - Jefferson,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,56242,56810,56911,57278,57431,57544,57857,57791,58039,58161,58557,58792,59276,59231,59232,59159
275495,4156,Southwest,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,45970,45217,45090,45466,46109,46470,46515,46597,46639,46796,46941,47287,48023,49196,50060,50755
343888,4174,Central Business District,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,309382,312327,314648,316262,317971,318669,318310,317971,320114,322778,326556,329214,331059,333377,336526,341580
343911,4209,Strong,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,177740,179091,180336,181596,182953,184158,185001,186413,187909,189727,191041,192441,193388,194498,195991,197902
270887,4282,Military,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,104500,104198,105623,106771,108835,110146,111506,112537,112794,113154,113290,113956,114875,116092,116277,116301
195904,4310,Lawrence Park,Neighborhood,NY,NY,Yonkers,New York-Newark-Jersey City,Westchester County,638302,638125,637849,630967,625181,621265,621562,620776,618136,614562,609223,607566,600623,596592,590542,588613
7536,4392,University Gardens,Neighborhood,NY,NY,Great Neck,New York-Newark-Jersey City,Nassau County,939903,937905,935347,932548,925877,918824,913482,912077,910428,908015,904679,901582,899308,896335,894225,893212
270843,4405,Genesee Moselle,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,35989,36297,36690,36699,36332,35935,35918,36032,36248,36611,37069,37617,38194,38921,39780,41005
760940,4541,Downtown,Neighborhood,NY,NY,Schenectady,Albany-Schenectady-Troy,Schenectady County,107114,108446,110816,111072,110327,109327,110038,110029,109944,109026,109305,110408,111280,110563,108872,108602
193708,4572,Cayuga Heights,Neighborhood,NY,NY,Town Of Ithaca,Ithaca,Tompkins County,393801,392220,390996,389552,388934,388654,388639,389320,391469,393708,394597,395248,396426,399773,403150,407081
343207,4653,City Island,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,527166,530108,533838,536170,538953,541501,544944,544850,543614,543868,542000,541179,537772,534722,529271,523509
343894,4710,Ellwanger-Barry,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,154496,155455,156422,157356,158338,159258,159590,160317,160811,161746,162854,163960,164933,165868,167011,168506
343891,4712,Homestead Heights,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,82662,83657,84781,85301,86243,87273,87885,88343,88629,89257,90188,91122,91552,92390,93340,94815
194257,4763,Dongan Hills,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,556000,554823,553131,551836,550684,550715,550197,550108,549825,549271,547597,547107,546825,547633,547969,549301
396086,4777,East Hampton North,Neighborhood,NY,NY,East Hampton,New York-Newark-Jersey City,Suffolk County,2103245,2109625,2118079,2120023,2108249,2091103,2080405,2077982,2067263,2064573,2056412,2057586,2057733,2062386,2067329,2081083
275775,4804,Triangle,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,84304,85242,86687,88631,90777,92381,94054,95482,97121,98111,99998,101668,103813,104880,105458,105710
197294,4810,Port Ivory,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,327170,326779,326461,326469,326052,327346,328399,329567,329647,329819,328901,327512,326816,326148,325433,323507
193292,4832,Bergen Beach,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,829718,825891,826636,828985,829655,827407,827094,822911,817375,813899,811824,814118,814940,815694,813454,812098
195355,4851,Heritage Hills,Neighborhood,NY,NY,Town Of Somers,New York-Newark-Jersey City,Westchester County,414161,411170,410021,409748,412229,415565,417579,419486,420798,420545,419823,420475,421467,424257,426304,428169
194843,4936,Frear Park,Neighborhood,NY,NY,Troy,Albany-Schenectady-Troy,Rensselaer County,175629,174617,173461,172958,173198,174276,174881,175018,174889,174770,175091,175812,176405,177580,179065,180620
270838,5031,Forest Hills Gardens,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,1668457,1658856,1657201,1656302,1654379,1644739,1637787,1632182,1629488,1630337,1631662,1639335,1651312,1665024,1671263,1678518
194298,5044,Dunwoodie,Neighborhood,NY,NY,Yonkers,New York-Newark-Jersey City,Westchester County,503825,499550,497223,497508,501223,505853,508404,510021,510298,508901,507303,507811,509530,513602,516413,517548
196091,5094,Ludlow Park,Neighborhood,NY,NY,Yonkers,New York-Newark-Jersey City,Westchester County,508294,507197,510319,516029,520166,523346,524331,528417,529970,531981,530574,531864,532627,534929,535412,534895
270930,5154,South Abbott,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,155332,156767,158075,158767,159640,160618,161927,162557,163292,163843,165062,165938,166733,166778,166684,166894
275390,5187,Skytop-South Campus,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,152426,152405,151514,151147,151454,152216,153010,153788,154789,156244,157011,157667,157463,158096,159524,161239
39254,5232,Kings Point,Neighborhood,NY,NY,Great Neck,New York-Newark-Jersey City,Nassau County,2707841,2706171,2699679,2694667,2677375,2664051,2653802,2649473,2635908,2621933,2616984,2608517,2603733,2588950,2581921,2575014
342681,5267,New Scotland,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,199859,200895,201805,202858,203358,203485,203931,204096,204235,203930,204741,205353,205544,204573,203412,202337
762886,5277,Downtown,Neighborhood,NY,NY,Troy,Albany-Schenectady-Troy,Rensselaer County,187894,187784,186972,186459,186267,187620,187995,188041,188328,190312,193289,196163,198142,199570,201823,205266
16206,5292,South Nyack,Neighborhood,NY,NY,Orangetown,New York-Newark-Jersey City,Rockland County,560140,561019,562192,560967,557323,555118,553970,553644,553271,547179,540814,536622,534662,534011,532584,531688
274254,5296,Lakeview,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,145693,146222,146650,148769,151550,153436,153888,154041,154355,156494,158685,159564,160409,161134,161462,160291
343912,5363,South Wedge,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,131063,131243,131365,132053,132692,133338,133437,133983,134572,134780,135147,135629,136972,138668,140728,142387
343883,5414,Plymouth - Exchange,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,41203,42096,42516,42927,42946,43271,43351,43563,44070,44731,45289,45546,45623,45775,46452,47345
403198,5498,Richmond Valley,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,719710,721628,721914,717725,712341,707289,705111,704001,703083,702613,702450,701930,700618,699486,700387,705147
343906,5522,S. Marketview Heights,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,39508,39909,40120,40570,41251,41822,42052,41978,41983,41974,42350,42709,42925,42891,43121,43330
38781,5556,Great Neck Estates,Neighborhood,NY,NY,Great Neck,New York-Newark-Jersey City,Nassau County,1614051,1613066,1611607,1604185,1593576,1579477,1568576,1559515,1552616,1545555,1544359,1542346,1544694,1543480,1544703,1552304
270841,5608,DUMBO,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,1646967,1644356,1640884,1638741,1630572,1622846,1618556,1613983,1608037,1600838,1590971,1580166,1571755,1565543,1561738,1558771
270906,5615,Park Meadow,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,426082,427415,430283,431661,434888,437493,439749,440287,439599,438870,439852,441224,443423,444674,443420,442302
343900,5630,Dutchtown,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,36754,36902,37091,37263,37170,36840,36667,36551,36497,36509,36777,37114,37650,38035,38459,38981
343892,5634,Browncroft,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,159990,161299,162116,162958,164003,165261,165679,166099,166214,166782,167610,168445,169239,170162,171457,173118
762884,5634,South Central,Neighborhood,NY,NY,Troy,Albany-Schenectady-Troy,Rensselaer County,122303,121643,122182,122754,123550,123994,124325,124832,125744,127355,129593,132354,134503,136060,137483,139276
396787,5684,Northeast Ithaca,Neighborhood,NY,NY,Town Of Ithaca,Ithaca,Tompkins County,285987,284869,284034,282283,281146,280192,279910,280117,281430,282899,283554,284048,284954,287393,289859,293204
6687,5689,Ravena,Neighborhood,NY,NY,Town of Coeymans,Albany-Schenectady-Troy,Albany County,168642,170230,171016,171892,172028,172539,172862,173153,172765,172988,173723,174468,174740,173815,173182,172549
276644,5695,Wescott,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,152257,152098,151902,152010,151831,152003,151928,153109,154633,156383,157487,158571,159143,160114,161473,163073
197231,5718,Pleasant Plains,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,642103,641602,638785,635585,632306,630323,629357,628682,628285,627143,626552,625700,625647,625381,626570,628683
194086,5764,Crestwood,Neighborhood,NY,NY,Yonkers,New York-Newark-Jersey City,Westchester County,653972,648722,646700,649516,654366,659991,661205,664265,664664,663587,662784,664258,667864,671535,673878,673457
198296,5773,Sunnyside,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,641745,640550,639023,635824,631012,627782,626549,625167,623624,623309,622941,624354,625538,628204,630847,635441
272750,5782,Allen,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,252384,255119,256668,256776,256907,257580,257206,257093,255954,256322,257635,257754,258276,258212,258393,258412
342682,5784,Helderberg,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,189154,189553,190247,190662,190980,190612,190820,190892,190704,189899,189951,190155,190039,189253,188011,187110
270798,5812,Babcock,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,41226,40752,41036,40969,41434,41811,42244,42283,41794,41150,40958,41310,41925,42070,41766,41628
37557,5880,Breezy Point,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,383981,382516,379489,379336,380501,384414,386176,388483,391342,394732,398403,402773,407581,413592,421134,427897
270866,5904,Kingsley,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,47175,48444,49262,49981,50411,50621,50413,50073,50036,50325,50308,49801,49071,48176,47283,46313
25477,5973,Lake Success,Neighborhood,NY,NY,Great Neck,New York-Newark-Jersey City,Nassau County,1457889,1458341,1459621,1455719,1451611,1446845,1443055,1439474,1433272,1427107,1424447,1425597,1426687,1426471,1426070,1431213
270890,5978,MLK Park,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,38177,38701,39255,39493,39647,39734,40029,40334,40621,41097,41709,42242,42453,42432,42414,42576
