RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020
196592,5990,New Dorp Beach,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,532300,533222,532698,531356,527951,525821,524774,524346,523504,521219,518901,518236,518938,518051,517089,517759
343878,5992,Pearl-Meigs-Monroe,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,127817,127468,126903,127396,128114,129020,129379,130387,130697,130928,131081,131553,132681,134278,136434,138035
342677,6017,Arbor Hill,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,79424,79943,81587,82910,83901,83942,84370,85237,86597,88609,90264,91686,92049,92317,91571,91247
194566,6042,Elm Park,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,404989,405439,404675,403588,402676,402321,400332,398403,395584,393962,392626,391663,390512,389400,389009,389057
270794,6058,Albright,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,507017,508447,512429,514581,519489,523152,526403,527235,527074,527230,528824,530435,532232,533239,532402,531094
274643,6152,Near Eastside,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,102435,104787,106658,106372,105770,105644,106007,105990,105160,105020,104455,103806,101949,100731,99395,98988
23850,6172,Brookville,Neighborhood,NY,NY,Glen Head,New York-Newark-Jersey City,Nassau County,2194286,2196776,2195494,2185260,2170192,2155192,2144433,2133294,2122567,2113835,2114856,2116851,2118802,2119217,2121743,2132871
342689,6297,Central Avenue,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,119702,121747,122949,122867,121909,120512,119859,119467,119463,119838,120308,120092,119074,117255,115888,115354
270927,6345,Seneca,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,107279,108537,110334,112073,113593,114379,115139,115892,116904,117547,118737,119988,121607,122516,122873,123342
196835,6460,Northwest Harbor,Neighborhood,NY,NY,East Hampton,New York-Newark-Jersey City,Suffolk County,1521509,1503836,1497478,1492326,1483341,1468703,1461510,1459449,1449959,1450446,1444701,1445086,1439274,1439952,1431523,1424895
196556,6508,Nassau Shores,Neighborhood,NY,NY,Massapequa,New York-Newark-Jersey City,Nassau County,584827,585256,585163,586154,585379,585463,585138,586055,587771,589535,592139,593780,595919,596936,597877,598608
276034,6527,Westside,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,49033,48262,47740,48059,48781,49134,48949,48672,48825,49354,49949,50411,51225,52174,53204,53582
193879,6550,Clifton,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,518620,518220,513427,508329,501686,499904,498350,497450,497718,496846,496092,493678,491481,489498,489167,490407
403130,6569,Bloomfield,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,618714,621706,617790,607632,599601,595251,596351,598981,598231,597306,596320,597550,598636,603479,612595,628269
196532,6629,Munsey Park,Neighborhood,NY,NY,Manhasset,New York-Newark-Jersey City,Nassau County,1839368,1842722,1839854,1837913,1825835,1819736,1810643,1809013,1805707,1798481,1794676,1790303,1788388,1782547,1778295,1773850
195690,6654,Kaser,Neighborhood,NY,NY,Ramapo,New York-Newark-Jersey City,Rockland County,758738,754688,750295,743986,736225,729067,726062,725790,726075,725810,726741,728822,731089,733730,737333,745520
760941,6707,Eastern Avenue,Neighborhood,NY,NY,Schenectady,Albany-Schenectady-Troy,Schenectady County,103524,103903,104819,105548,105937,106983,107546,108306,108579,109489,111130,113428,116080,117923,119730,121963
273487,6827,Downtown,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,213254,212796,212350,212682,213382,214214,213338,213396,213413,215277,215987,216222,215900,216411,217666,218527
764267,6844,Hudson-Park,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,196675,197773,199019,200782,200030,198933,197360,196444,195514,194168,193990,194087,194168,193700,192809,191964
273335,6859,Columbus,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,210030,211931,212002,213490,215374,217331,218196,218021,217137,217063,218714,218890,219038,218531,218787,217447
343899,6902,Charles House Area Council,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,30692,31272,31787,32090,32308,32442,32620,32479,32420,32512,32781,32525,31928,31241,30719,30418
197300,6937,Port Morris,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,571017,563654,554761,552973,552242,555088,556450,558755,555696,556647,553388,553976,557369,568723,579484,583811
274979,6942,Parkside,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,295252,295712,298199,298318,298536,297716,299774,302052,303227,303957,305187,307266,309642,312467,313977,316182
27406,6966,Thomaston,Neighborhood,NY,NY,Great Neck,New York-Newark-Jersey City,Nassau County,1112019,1107628,1103199,1097577,1088854,1077876,1069197,1062540,1057882,1054242,1050467,1047972,1044441,1041747,1040063,1039617
342693,6968,South End,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,85729,85064,84307,84158,84109,84039,84324,84307,84070,83664,83880,84186,84987,85592,86204,86686
270883,7009,Masten Park,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,62333,62039,61698,61193,60720,60043,59609,59430,59354,59362,59497,59607,59966,60499,61155,61916
270932,7011,South Ellicott,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,64474,64235,65021,66116,66358,65699,64917,64609,64792,64674,64691,65188,66240,66536,66155,65814
343896,7013,Mayor's Heights,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,44626,45200,45589,45757,45851,45866,46170,46453,46980,47429,48329,48855,49236,49452,49561,49787
194570,7037,Elma Center,Neighborhood,NY,NY,Town Of Elma,Buffalo-Cheektowaga-Niagara Falls,Erie County,272386,273665,275473,276588,278577,280380,281889,282751,283233,283585,284722,285513,285679,285254,283948,282809
342698,7086,Melrose,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,200431,201716,202345,202960,202635,202506,202773,202233,202065,201789,203238,204243,205066,204410,204315,204281
270914,7096,Prospect Park South,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,2343301,2360843,2356317,2344336,2319792,2319588,2320244,2318132,2312458,2310790,2310157,2311283,2304936,2298889,2313469,2331438
23600,7122,Barnum Island,Neighborhood,NY,NY,Island Park,New York-Newark-Jersey City,Nassau County,535977,535570,536526,536679,537560,535272,533961,532990,534041,534040,534215,535612,537356,540068,541829,544325
343901,7156,United Neighbors Together,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,61447,61491,61875,62810,63817,64455,64784,65131,65927,67063,68342,69972,71312,72860,74260,75668
343889,7176,Corn Hill,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,154336,154942,156931,158707,161547,162522,163071,162677,162929,164089,165383,166767,167915,169346,170087,171326
276623,7305,Utopia,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,972088,972986,976758,976966,976597,972778,971861,970574,969191,969856,969767,971550,972634,972042,968245,966224
46876,7397,Old Brookville,Neighborhood,NY,NY,Glen Head,New York-Newark-Jersey City,Nassau County,1966277,1960483,1955844,1946245,1938578,1929646,1925620,1920562,1914296,1906782,1898608,1893335,1890149,1892794,1895251,1903259
276474,7432,North Delaware,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,142577,143886,145600,146344,147577,148020,148849,149280,149997,150769,151538,151924,152188,152363,152271,152046
193186,7530,Bay Park,Neighborhood,NY,NY,East Rockaway,New York-Newark-Jersey City,Nassau County,433236,434270,435111,435559,435679,438443,442024,446544,447795,448627,449819,451386,453965,456398,458725,461092
270809,7539,Butler Manor,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,838540,840687,840064,839529,835549,833294,831172,831330,831469,831595,830778,829483,828646,827259,827576,829314
275385,7654,Skunk City,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,44694,44359,44293,44556,44675,44255,43886,43496,43491,43481,43394,43203,43206,43462,43585,43665
342688,7684,Whitehall,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,184884,185945,187068,187985,188787,189040,189835,190398,190760,190819,191213,191438,190879,189528,187747,186119
275325,7768,Sedgwick,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,175514,174693,173406,172552,172243,171819,171570,171904,172461,173270,173725,174023,173883,174673,176041,177484
272982,7810,Chelsea-Travis,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,523120,521734,520081,517443,515143,513213,512836,511881,509762,506757,503846,502534,502374,503848,506165,509671
273205,7871,Central Park,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,1673225,1689180,1699029,1703971,1701563,1723657,1738366,1745933,1734909,1723410,1730956,1740880,1741523,1725429,1718298,1714272
7349,7894,Sycaway,Neighborhood,NY,NY,Troy,Albany-Schenectady-Troy,Rensselaer County,171900,171673,171561,171028,170996,171497,171878,171895,171419,170973,170912,171630,171670,172212,173129,174791
193231,8043,Beech Hill,Neighborhood,NY,NY,Yonkers,New York-Newark-Jersey City,Westchester County,688368,683419,682441,687092,692940,699456,700944,704444,705459,705038,703981,705921,710139,715407,718037,717947
274314,8132,Lincoln Park,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,84696,85059,84868,85015,85185,85625,85875,85930,86191,86884,87552,88156,88540,89308,89872,90574
270884,8137,Fruit Belt,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,37553,37883,38588,38925,38982,39050,39062,38784,38451,38401,38551,38857,38881,38708,38357,38207
27515,8200,Upper Nyack,Neighborhood,NY,NY,Town Of Clarkstown,New York-Newark-Jersey City,Rockland County,594534,596368,595560,592403,587806,584267,581461,579719,579841,577158,574970,572098,569118,567863,568593,571970
273635,8352,Emerson,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,38397,39004,39009,38823,38697,38600,38309,37913,37506,37429,37819,38135,38120,37882,37887,38167
10562,8387,Broad Channel,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,423972,424716,425093,426237,428531,428422,429914,430820,433032,431970,430221,429727,432349,437372,441930,446290
198622,8415,Village of the Branch,Neighborhood,NY,NY,Smithtown,New York-Newark-Jersey City,Suffolk County,545572,541946,542850,545659,548345,548221,546464,546002,546665,546519,546499,548138,551231,556659,560185,562156
195317,8448,Haviland,Neighborhood,NY,NY,Hyde Park,New York-Newark-Jersey City,Dutchess County,231578,234763,235281,235076,234749,235697,237151,238390,239513,240973,242177,242713,242359,241581,242221,243200
276322,8507,Elmwood,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,66352,65450,65617,66740,67936,68410,68913,69491,70451,70801,71066,71694,72536,73722,74474,74845
403200,8524,Silver Lake,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,726121,724232,720834,716874,711656,708810,707121,704707,703307,702108,701938,701996,702564,703157,704080,706238
23171,8565,Crugers,Neighborhood,NY,NY,Croton-on-Hudson,New York-Newark-Jersey City,Westchester County,478125,477749,478732,479152,479328,480522,481520,483867,484630,483591,481277,481054,480089,479011,477007,476956
343893,8616,Swillburg,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,121796,122368,123257,124459,125706,126553,126811,127708,128195,128992,129821,130805,131745,132634,133611,134483
276292,8660,Delaware Park,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,301132,300540,302646,303482,304629,304717,306192,306851,306579,306863,308371,309986,311939,313865,314295,315068
342676,8802,North Albany - Shaker Park,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,134899,136073,137752,138541,139192,139332,139938,140763,141286,142286,143100,144333,145128,145391,145359,145800
43784,8864,Aquebogue,Neighborhood,NY,NY,Riverhead,New York-Newark-Jersey City,Suffolk County,440405,443002,446491,447168,445300,443593,441971,441539,441331,441910,441941,443235,442995,443452,444209,446266
343903,8967,Atlantic-University,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,139869,140799,140834,142091,143568,144437,144085,144343,144882,146192,147593,148214,149665,151044,153583,156010
13814,9004,Shenorock,Neighborhood,NY,NY,Town Of Somers,New York-Newark-Jersey City,Westchester County,411489,410105,410427,411603,413865,416119,418166,420829,422917,423579,423464,424806,426047,428364,429615,431981
37106,9045,Altamont,Neighborhood,NY,NY,Guilderland,Albany-Schenectady-Troy,Albany County,250928,253027,254954,255593,254256,252383,251391,250216,249355,248777,249236,250008,250291,249017,247386,247334
194408,9167,East Ithaca,Neighborhood,NY,NY,Town Of Ithaca,Ithaca,Tompkins County,233556,232850,232301,230176,228493,226941,226684,226850,227848,228749,228953,229101,229703,231699,233816,237164
270836,9200,First Ward,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,58097,58605,58652,58748,58698,58882,59161,59206,59107,58845,58993,59367,59960,60167,60352,60289
194810,9338,Fort Wadsworth,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,582588,580917,581803,584451,587386,590624,589251,587338,586615,587835,587642,588474,586877,585046,582636,582787
342684,9358,Park South,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,158319,158537,157986,157325,156369,155994,155669,155368,155500,155201,155346,155529,155176,154390,153743,153432
276245,9416,Central Business District,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,190152,188782,189180,191765,192766,194850,195653,196031,195159,196094,198803,202605,206377,209294,211036,212274
760939,9457,Stockade,Neighborhood,NY,NY,Schenectady,Albany-Schenectady-Troy,Schenectady County,135142,135801,136193,135354,133640,133179,133675,134204,134436,134670,135164,136584,137934,138761,139216,140085
28377,9569,Alcove,Neighborhood,NY,NY,Town of Coeymans,Albany-Schenectady-Troy,Albany County,237369,239098,242099,244054,244863,245166,245800,245704,246360,246896,248741,249224,249291,247351,244557,241793
167821,9585,Lincoln Park,Neighborhood,NY,NY,Yonkers,New York-Newark-Jersey City,Westchester County,567125,562521,565557,571562,580041,584455,588342,593822,599049,602683,603369,605920,610230,616578,618172,617060
343885,9695,Cobbs Hill,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,226718,228699,229874,230476,231399,232366,232661,232876,232336,232804,233416,234359,234868,235635,237227,239625
342687,9802,Normanskill,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,228339,229835,230610,231386,231176,230778,230487,229694,229029,228716,229774,230734,230966,229937,229022,228289
193330,9829,Billington Heights,Neighborhood,NY,NY,Town Of Elma,Buffalo-Cheektowaga-Niagara Falls,Erie County,286139,287641,289681,290649,292120,293214,294460,295245,295390,295298,295949,296427,296959,297029,296610,296703
270949,9884,Tifft,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,70183,72575,74954,75844,76191,76206,76651,76975,77952,79541,82019,84089,85193,85632,86297,87760
342678,9884,Sheridan Hollow,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,103945,107231,109712,110111,110153,110298,112384,113789,115502,116821,117566,117581,116694,115936,115907,117429
270833,9887,Emslie,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,56001,56217,56833,57003,56884,56682,56830,57001,57192,57436,57752,58228,58631,58866,58948,59290
35830,10181,Malba,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,1329388,1336515,1341039,1341801,1337472,1331400,1326516,1324714,1323950,1324375,1324848,1321614,1318933,1314916,1309982,1309052
270870,10227,Lighthouse Hill,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,1039147,1041895,1038510,1033931,1029652,1030373,1030597,1029296,1027192,1022742,1018020,1012937,1010264,1009075,1011592,1015372
342690,10309,Center Square,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,247589,249082,251363,251797,250622,248988,248656,248440,248359,248003,248932,249571,249487,247451,244541,242938
52412,10403,Harbor Isle,Neighborhood,NY,NY,Island Park,New York-Newark-Jersey City,Nassau County,512888,514309,516975,516498,517382,518156,520652,523264,524126,525369,527087,529256,530241,531874,532947,535943
5397,10437,Kensington,Neighborhood,NY,NY,Great Neck,New York-Newark-Jersey City,Nassau County,1613278,1612797,1613594,1612460,1603917,1599989,1598599,1599443,1597023,1592832,1592868,1589853,1590714,1586625,1582659,1584017
195090,10526,Great Neck Gardens,Neighborhood,NY,NY,Great Neck,New York-Newark-Jersey City,Nassau County,1122065,1121705,1118887,1114723,1107266,1100525,1095273,1093017,1090439,1088375,1085165,1082814,1079548,1075540,1073859,1072083
403212,10559,Pelham Bay Park,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,896149,912477,922184,930142,936365,942142,955916,973558,988813,1001163,1011575,1009434,1010757,1009852,1018907,1032227
342697,10618,Upper Washington Avenue,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,191988,192733,193069,193515,192975,192641,192827,192372,192091,191731,192842,193792,194767,194546,194609,194742
43372,10712,Russell Gardens,Neighborhood,NY,NY,Great Neck,New York-Newark-Jersey City,Nassau County,1302054,1299921,1297066,1295413,1291605,1282960,1275040,1268288,1263828,1259658,1257172,1255489,1256033,1253761,1251760,1249388
270962,11196,Waterfront,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,504537,509849,516706,521537,525427,527539,527985,528148,528014,529104,530501,532343,532683,531474,529274,526541
342691,11230,Second Avenue,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,103482,103260,102535,102260,101972,102599,102872,103216,103304,103052,102422,100875,99863,98888,98015,96803
42662,11259,Neponsit,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,1204525,1208809,1208821,1209310,1210102,1204528,1196784,1186297,1183259,1180321,1183605,1181619,1178770,1177565,1180152,1182693
342686,11384,Dunes,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,173192,173999,175143,176269,177463,178067,178517,177962,177712,177764,178830,179549,179843,179007,177513,175719
342694,11734,Bishop's Gate,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,249776,251104,252770,255251,256380,257193,257680,257941,258178,258925,260572,262285,263752,263438,262714,261337
396772,11880,Northwest Ithaca,Neighborhood,NY,NY,Town Of Ithaca,Ithaca,Tompkins County,246421,245479,244742,242477,240612,238905,238528,238647,239618,240870,241155,241352,241846,243951,246167,249678
270959,12204,Valley,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,45530,45629,45972,45943,46057,45859,45860,45828,45766,45676,45562,45407,45166,44977,44652,44471
342699,12347,Lancaster,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,223391,224356,225185,227118,227397,228149,229188,229428,230058,230366,232342,233981,235074,234657,234013,233068
195060,12669,Grand View-on-Hudson,Neighborhood,NY,NY,Orangetown,New York-Newark-Jersey City,Rockland County,978110,986452,995145,992791,982401,976733,973894,977012,974319,967699,959671,953198,946506,939419,929868,924646
343898,12714,Susan B. Anthony,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,59992,60649,60717,61045,61222,61728,62014,62656,63560,65201,66745,67868,68447,68858,69924,71207
270960,12849,Vinegar Hill,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,1511379,1509115,1508906,1501537,1500090,1495306,1489824,1476953,1462329,1451469,1437668,1430818,1419972,1415370,1407099,1397704
197877,12978,Shore Acres,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,411561,412023,414202,417389,419856,419819,418396,417661,418244,419194,418981,418156,417979,417598,417831,416124
273219,13085,Charleston,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,747012,748922,745751,739989,734027,730211,726980,725506,725701,724845,723344,721515,720704,721358,725215,730612
194773,13286,Forest Home,Neighborhood,NY,NY,Town Of Ithaca,Ithaca,Tompkins County,396512,395000,394111,388492,383435,378548,377403,377110,378374,380018,380195,380680,381632,385331,389298,396723
764316,13373,Hexam Gardens,Neighborhood,NY,NY,Town of Niskayuna,Albany-Schenectady-Troy,Schenectady County,289972,291295,292451,291309,289308,288229,288170,287598,287463,287350,287885,289052,288833,288095,286758,286386
274242,13392,Lakefront,Neighborhood,NY,NY,Syracuse,Syracuse,Onondaga County,266121,265897,264177,259144,255523,251234,246756,242857,242184,243688,245288,245841,244481,244435,245670,248954
342685,13440,Mansion Area,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,140115,143553,146014,146806,146214,146240,147222,147788,147800,147108,147605,147300,145365,141709,138357,136363
39235,13580,Kiamesha Lake,Neighborhood,NY,NY,Thompson,,Sullivan County,78516,77711,75655,74433,74105,75012,75500,75450,74666,74277,73774,73211,72871,72837,73620,73592
5061,13609,Harbor Hills,Neighborhood,NY,NY,Great Neck,New York-Newark-Jersey City,Nassau County,1547702,1549014,1552447,1548606,1539870,1528164,1524208,1520911,1516294,1508565,1505971,1506266,1511865,1513210,1512893,1521050
273299,13803,Cold Spring,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County,84869,84343,84223,83977,83785,83000,82898,83095,83599,84538,85488,86169,87248,88413,89771,91068
343897,13911,B.E.S.T,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,35146,35533,35709,35811,36008,36203,36430,36327,36171,36033,36029,35619,35067,34298,33716,33348
343909,13976,Brown Square,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,30823,31097,31691,32230,32597,32738,32883,32835,32753,32785,33103,33227,33198,32996,32558,32065
342692,14218,Krank Park - Cherry Hill,Neighborhood,NY,NY,Albany,Albany-Schenectady-Troy,Albany County,93559,94682,95423,96010,96368,96926,97319,97336,96655,96065,95457,94372,92519,90277,88211,86020
33787,14227,Saddle Rock,Neighborhood,NY,NY,Great Neck,New York-Newark-Jersey City,Nassau County,1781889,1786452,1789498,1783332,1774054,1756978,1736854,1718868,1711369,1703418,1706917,1709667,1714176,1715986,1721121,1734394
3698,14407,Bliss,Neighborhood,NY,NY,Eagle,,Wyoming County,90700,91111,91534,91529,91524,91469,91798,92057,92393,92562,92891,93226,93747,94083,94382,94951
20289,15235,Saddle Rock Estates,Neighborhood,NY,NY,Great Neck,New York-Newark-Jersey City,Nassau County,1316329,1314209,1311298,1311154,1301747,1291353,1280652,1274992,1267640,1260440,1255439,1252922,1250940,1244281,1237486,1234992
270802,15481,Blissville,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,1302008,1299647,1291866,1281381,1281274,1288487,1300460,1299239,1295643,1279916,1260260,1234754,1219387,1207383,1203118,1196980
761208,15569,Merlin Park,Neighborhood,NY,NY,Town of Niskayuna,Albany-Schenectady-Troy,Schenectady County,338808,339938,341787,341462,340720,339814,339465,339062,339514,340397,341365,343499,344154,344355,342942,341849
29902,15835,Delevan,Neighborhood,NY,NY,Town of Yorkshire,Olean,Cattaraugus County,96211,96831,96951,98191,99699,101036,100624,100009,99546,99779,99372,99135,98891,99102,99461,99003
403229,16359,Jacob Riis Park,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,1245818,1245216,1242667,1248771,1254210,1250559,1237919,1225502,1220482,1215381,1214228,1203157,1192531,1190289,1190860,1187985
343887,16521,Duran Eastman Park,Neighborhood,NY,NY,Rochester,Rochester,Monroe County,247533,249287,250617,250977,251355,250382,249350,248755,249089,250066,250629,251428,251490,251651,252724,254620
55144,16533,Westhampton Dunes,Neighborhood,NY,NY,Westhampton Beach,New York-Newark-Jersey City,Suffolk County,2351473,2355801,2374364,2399299,2404368,2406073,2401328,2400656,2392421,2388117,2383230,2388675,2398249,2404388,2404417,2401000
49511,16533,Narrowsburg,Neighborhood,NY,NY,Tusten,,Sullivan County,153835,151273,147701,145645,145968,147376,148098,147648,145322,143766,142501,142900,143961,145835,148575,149767
270893,16533,Navy Yard,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,1009904,1005472,1007487,1005900,1000990,990688,979073,972973,967740,974332,971731,974520,972713,978888,982936,990701
403107,16533,John F. Kennedy International Airport,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,664796,669084,676862,680938,685950,686102,683939,682101,675439,671019,665819,671688,673988,675764,673068,671025
55269,17008,Wykagyl,Neighborhood,NY,NY,New Rochelle,New York-Newark-Jersey City,Westchester County,790862,784077,781736,784080,789385,794100,794457,794029,792718,790025,787902,788345,790008,793031,794420,793908
28761,17008,Fleetwood,Neighborhood,NY,NY,Mount Vernon,New York-Newark-Jersey City,Westchester County,483740,479773,478277,480687,484409,488154,490151,493810,496419,496807,495924,497127,500184,504841,508084,509735
